Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,CustomerID,Age,Gender,Income,CampaignChannel,CampaignType,AdSpend,ClickThroughRate,ConversionRate,WebsiteVisits,PagesPerVisit,TimeOnSite,SocialShares,EmailOpens,EmailClicks,PreviousPurchases,LoyaltyPoints,AdvertisingPlatform,AdvertisingTool,Conversion
4412,4412,4412,4412,4412,CUST4413,50-53,0,85002-94285,linkedin,Conversion,1846.0446441388872,0.20003534699329328,0.057559026533989865,45,7.6397950751724855,14.195318766864135,69,0,9,5-9,4633,[REDACTED],[REDACTED],1
4413,4413,4413,4413,4413,CUST4414,50-53,0,47866-57149,instagram,Consideration,6333.178919415892,0.046348245150874864,0.07444471681013207,10,8.891914914177525,11.338455065162634,43,15,9,0-4,4937,[REDACTED],[REDACTED],1
4414,4414,4414,4414,4414,CUST4415,42-45,0,75718-85001,google ads,Awareness,1718.3829241343194,0.12908850526386717,0.12071226297692862,14,5.24438469030362,12.609485705345142,25,17,9,5-9,3398,[REDACTED],[REDACTED],1
4415,4415,4415,4415,4415,CUST4416,30-33,1,85002-94285,instagram,Retention,9319.757317159367,0.16840345861890751,0.1809536213270704,37,9.332887367629633,3.674762418190622,74,10,9,5-9,644,[REDACTED],[REDACTED],1
4416,4416,4416,4416,4416,CUST4417,30-33,0,75718-85001,tiktok,Consideration,6975.732442608078,0.023328549713800367,0.1607946784952725,29,7.277178798787814,5.5965411018446725,78,1,1,5-9,1024,[REDACTED],[REDACTED],1
4417,4417,4417,4417,4417,CUST4418,38-41,0,57150-66433,news portal,Awareness,885.85196882084,0.04760043649630916,0.11977617755723426,26,7.636142120619601,7.866823440435736,83,15,6,5-9,1949,[REDACTED],[REDACTED],1
4418,4418,4418,4418,4418,CUST4419,58-61,0,122138-131421,blog,Awareness,1968.761735894037,0.1028835356364555,0.19831167714789597,15,5.622236442210606,8.001075803291195,77,15,7,0-4,252,[REDACTED],[REDACTED],1
4419,4419,4419,4419,4419,CUST4420,42-45,1,29298-38581,twitter ads,Consideration,6602.3590902139495,0.1403357042727765,0.09333093152522379,0,5.634271598841624,7.67511218406884,20,3,9,0-4,3047,[REDACTED],[REDACTED],1
4420,4420,4420,4420,4420,CUST4421,18-21,1,85002-94285,google,Retention,4904.849396321914,0.2562636489433599,0.1708594225403407,24,5.865693416106726,10.217527444947528,90,0,0,5-9,1043,[REDACTED],[REDACTED],1
4421,4421,4421,4421,4421,CUST4422,42-45,0,122138-131421,twitter ads,Consideration,7351.104501626242,0.0668835100840518,0.1619880398740326,27,5.2238044588489,12.79687921295361,29,10,2,0-4,1882,[REDACTED],[REDACTED],1
4422,4422,4422,4422,4422,CUST4423,54-57,0,38582-47865,bing ads,Conversion,2729.6685359584494,0.11127353718975469,0.18091481197448137,42,5.178077814001557,13.233893581551975,70,6,5,5-9,229,[REDACTED],[REDACTED],1
4423,4423,4423,4423,4423,CUST4424,26-29,1,85002-94285,protonmail,Conversion,6661.5526236488595,0.15021229301003403,0.20428925500103393,13,7.928144231673347,2.5992104517053285,14,5,6,0-4,654,[REDACTED],[REDACTED],1
4424,4424,4424,4424,4424,CUST4425,22-25,0,66434-75717,linkedin,Awareness,1834.6961173022094,0.0968251226111838,0.10115639994598916,33,4.561018674569599,1.7955500650099816,79,5,4,0-4,4654,[REDACTED],[REDACTED],0
4425,4425,4425,4425,4425,CUST4426,46-49,1,122138-131421,gmail,Conversion,5302.792145949335,0.18145713657580587,0.0371931641885427,47,2.799082108884241,4.5594315891550155,58,19,6,5-9,3398,[REDACTED],[REDACTED],1
4426,4426,4426,4426,4426,CUST4427,34-37,0,131422-140705,twitter,Retention,9776.625324881914,0.0899657963110949,0.1006478533281161,3,2.16056997323018,11.223172569392466,83,17,5,5-9,4576,[REDACTED],[REDACTED],1
4427,4427,4427,4427,4427,CUST4428,66-69,0,29298-38581,facebook ads,Consideration,6389.4350202178375,0.23258392160887997,0.17393147429249659,13,8.640696834276488,12.01439344920147,83,7,6,0-4,1964,[REDACTED],[REDACTED],1
4428,4428,4428,4428,4428,CUST4429,26-29,1,47866-57149,twitter,Retention,832.1027671363992,0.15312634956457194,0.16945666139960378,15,8.633040250952812,6.122468846126334,85,5,3,5-9,54,[REDACTED],[REDACTED],1
4429,4429,4429,4429,4429,CUST4430,30-33,0,29298-38581,google,Awareness,9729.500042887063,0.03471662188183016,0.07259918363377317,14,3.2273854623251435,5.046840955425579,69,7,1,5-9,1411,[REDACTED],[REDACTED],1
4430,4430,4430,4430,4430,CUST4431,46-49,1,122138-131421,google,Conversion,1814.4836572599627,0.19516294120568592,0.0224215258672975,33,2.202012874662556,2.347351701885729,19,2,7,5-9,4509,[REDACTED],[REDACTED],1
4431,4431,4431,4431,4431,CUST4432,42-45,1,66434-75717,linkedin ads,Conversion,7330.886336757292,0.17123418685887867,0.10881095729124486,12,9.527596077465834,4.013832998003556,68,3,0,0-4,2018,[REDACTED],[REDACTED],1
4432,4432,4432,4432,4432,CUST4433,38-41,0,103570-112853,blog,Consideration,5396.062776879824,0.10965469600910552,0.10276040345202275,16,5.027085433572765,1.8164188708428746,52,5,3,5-9,194,[REDACTED],[REDACTED],1
4433,4433,4433,4433,4433,CUST4434,58-61,1,103570-112853,duckduckgo,Retention,2904.723463408128,0.011973554402395298,0.026330689807628357,27,1.9537883517536723,4.563336143844257,74,16,3,5-9,2373,[REDACTED],[REDACTED],0
4434,4434,4434,4434,4434,CUST4435,34-37,1,140706-149989,bing ads,Retention,1643.7402591634927,0.06352242234987969,0.1605119678286134,9,2.952596288962987,10.28819129738168,1,0,0,5-9,439,[REDACTED],[REDACTED],0
4435,4435,4435,4435,4435,CUST4436,42-45,1,103570-112853,outlook,Consideration,1842.1657168753263,0.1297102122236433,0.06355931342887577,46,7.369655555520304,2.601642746369224,29,14,7,5-9,2662,[REDACTED],[REDACTED],1
4436,4436,4436,4436,4436,CUST4437,58-61,1,20014-29297,news portal,Conversion,8482.493768202776,0.06935394456093709,0.13468762611318813,16,1.770909847243851,5.563972990603639,7,14,5,0-4,1922,[REDACTED],[REDACTED],1
4437,4437,4437,4437,4437,CUST4438,22-25,1,20014-29297,duckduckgo,Awareness,8739.586745354469,0.17544263872787522,0.026850908253634904,7,4.8241630963992135,8.216475589945262,39,11,1,0-4,455,[REDACTED],[REDACTED],1
4438,4438,4438,4438,4438,CUST4439,58-61,1,20014-29297,google ads,Awareness,4815.584921745121,0.21352022540849966,0.17410591126040947,1,4.852609657508897,5.201504459735335,7,5,3,5-9,2649,[REDACTED],[REDACTED],1
4439,4439,4439,4439,4439,CUST4440,42-45,0,47866-57149,bing ads,Consideration,1191.2882603605726,0.2501205592278448,0.15408921428018574,0,7.185401986261456,6.747473902594047,16,19,6,0-4,2994,[REDACTED],[REDACTED],1
4440,4440,4440,4440,4440,CUST4441,42-45,1,122138-131421,zoho,Consideration,8747.419023320237,0.19305863113586968,0.08502378246337217,4,2.8030278123812904,7.986647920678665,98,4,8,0-4,4489,[REDACTED],[REDACTED],1
4441,4441,4441,4441,4441,CUST4442,26-29,0,94286-103569,yahoo,Consideration,4968.628333316816,0.21419793794341982,0.12784572485279516,34,10.112451380671947,11.89064656901439,29,6,6,0-4,1376,[REDACTED],[REDACTED],1
4442,4442,4442,4442,4442,CUST4443,62-65,1,131422-140705,affiliate,Retention,4315.288801286037,0.1873505230708993,0.04529579530753034,21,2.1889597155638785,12.53786467260041,0,7,1,0-4,2680,[REDACTED],[REDACTED],1
4443,4443,4443,4443,4443,CUST4444,34-37,1,29298-38581,yahoo,Conversion,4036.8026666413507,0.3022295061810087,0.19738310807432347,42,6.267879330202579,3.116431631418218,68,9,0,0-4,3093,[REDACTED],[REDACTED],1
4444,4444,4444,4444,4444,CUST4445,26-29,1,94286-103569,bing ads,Conversion,3584.2591436473685,0.09400836894993635,0.15958835887349118,15,4.074865940539755,6.194067459478488,63,6,9,0-4,3930,[REDACTED],[REDACTED],1
4445,4445,4445,4445,4445,CUST4446,30-33,0,47866-57149,online directory,Consideration,5370.503158099981,0.08426725198437376,0.15417841805095875,8,1.8333204445875162,8.57943064080224,79,6,6,0-4,2406,[REDACTED],[REDACTED],1
4446,4446,4446,4446,4446,CUST4447,22-25,0,66434-75717,news portal,Awareness,5937.48910459329,0.042299100490715266,0.037576492994925464,35,5.7592088338107095,7.677105261724918,35,13,8,0-4,101,[REDACTED],[REDACTED],1
4447,4447,4447,4447,4447,CUST4448,54-57,0,20014-29297,outlook,Retention,4738.744975515618,0.15327291260323891,0.013069524265320103,8,2.6486025935437545,1.6795066365838496,78,3,1,0-4,2190,[REDACTED],[REDACTED],0
4448,4448,4448,4448,4448,CUST4449,18-21,1,85002-94285,facebook ads,Consideration,9228.890620987815,0.0424508269763054,0.11975306710642118,13,7.047348208951965,5.6648954064067345,48,9,2,5-9,4532,[REDACTED],[REDACTED],1
4449,4449,4449,4449,4449,CUST4450,62-65,0,47866-57149,whatsapp,Retention,3230.576030403911,0.08940148877533767,0.038455796605595824,9,1.2853823880149813,4.010456387114443,80,12,3,0-4,4826,[REDACTED],[REDACTED],0
4450,4450,4450,4450,4450,CUST4451,46-49,1,66434-75717,yahoo,Consideration,6058.912678437604,0.1507207538968162,0.16195215360780255,21,5.450745927161657,6.549566020057037,76,6,8,0-4,1024,[REDACTED],[REDACTED],1
4451,4451,4451,4451,4451,CUST4452,42-45,1,75718-85001,facebook ads,Retention,3066.735116815186,0.2894459573488117,0.09201315362310668,15,3.051553698056154,5.465286075178803,23,2,6,0-4,1790,[REDACTED],[REDACTED],1
4452,4452,4452,4452,4452,CUST4453,26-29,0,85002-94285,blog,Awareness,7497.303135442518,0.2838513533058405,0.07484199835748112,40,9.499545391855214,10.971232696472649,3,4,1,0-4,872,[REDACTED],[REDACTED],1
4453,4453,4453,4453,4453,CUST4454,58-61,1,122138-131421,news portal,Awareness,867.6172012343404,0.22298700139975533,0.025139381291620348,2,7.441373799223397,6.652378725120347,76,17,3,0-4,4660,[REDACTED],[REDACTED],1
4454,4454,4454,4454,4454,CUST4455,18-21,0,131422-140705,baidu,Awareness,1933.1673362525105,0.12947599203070445,0.19948364316836878,27,7.76805844794143,3.8868414275113956,61,6,3,0-4,4486,[REDACTED],[REDACTED],1
4455,4455,4455,4455,4455,CUST4456,66-69,1,112854-122137,whatsapp,Awareness,8218.226673731355,0.2639837841396107,0.18996728814120856,29,7.513102729368885,9.258113677316516,8,5,3,0-4,1062,[REDACTED],[REDACTED],1
4456,4456,4456,4456,4456,CUST4457,62-65,0,140706-149989,outlook,Conversion,1918.3326717512143,0.2610460167537692,0.03159087542028667,28,7.069160440572083,11.261813263171074,25,7,9,0-4,216,[REDACTED],[REDACTED],1
4457,4457,4457,4457,4457,CUST4458,66-69,0,20014-29297,yahoo,Conversion,6356.58764420508,0.2750734107522927,0.07317217454789121,0,2.0830245400831284,1.9636488499774352,46,6,6,5-9,3352,[REDACTED],[REDACTED],1
4458,4458,4458,4458,4458,CUST4459,54-57,0,75718-85001,google,Retention,9628.054039987233,0.19688891496927358,0.08813417134374943,27,9.817277804857579,4.365419478035695,15,19,5,0-4,4816,[REDACTED],[REDACTED],1
4459,4459,4459,4459,4459,CUST4460,38-41,1,29298-38581,linkedin,Consideration,5378.34758517077,0.061916613073323926,0.06525583093536884,21,6.744543247193798,3.7062898483935633,36,10,1,5-9,3188,[REDACTED],[REDACTED],1
4460,4460,4460,4460,4460,CUST4461,62-65,1,75718-85001,protonmail,Conversion,1958.2207522641202,0.03932569348614262,0.18786385708494963,31,8.92282569586697,3.297499511772978,69,9,9,5-9,4771,[REDACTED],[REDACTED],1
4461,4461,4461,4461,4461,CUST4462,46-49,0,20014-29297,zoho,Consideration,3399.151726461339,0.27971568965745464,0.15361030481348092,10,5.784637439906849,13.35043465776326,10,5,1,0-4,828,[REDACTED],[REDACTED],0
4462,4462,4462,4462,4462,CUST4463,58-61,1,131422-140705,partner site,Retention,8198.973155019234,0.023807917739545714,0.1907434303339628,25,3.4845711855005246,2.1709314701293883,1,17,2,5-9,488,[REDACTED],[REDACTED],1
4463,4463,4463,4463,4463,CUST4464,62-65,0,47866-57149,outlook,Consideration,3687.273806598926,0.09774505761441457,0.17397999439131318,30,4.9457114568635845,13.040628843460363,93,5,9,5-9,2155,[REDACTED],[REDACTED],1
4464,4464,4464,4464,4464,CUST4465,66-69,0,75718-85001,google,Awareness,7258.216391251372,0.14628636280939886,0.15668266166325667,19,4.472975931432665,6.319115119080538,82,9,0,5-9,4546,[REDACTED],[REDACTED],1
4465,4465,4465,4465,4465,CUST4466,42-45,1,131422-140705,online directory,Awareness,7983.406482573484,0.01004860696168359,0.13800027884268395,19,1.2600703219592253,9.475574719307426,22,8,8,5-9,3816,[REDACTED],[REDACTED],1
4466,4466,4466,4466,4466,CUST4467,66-69,0,131422-140705,outlook,Conversion,5107.4710525901455,0.2732382732961392,0.1780691796431918,32,7.30919479401954,6.73861036856862,46,7,6,5-9,428,[REDACTED],[REDACTED],1
4467,4467,4467,4467,4467,CUST4468,66-69,0,122138-131421,facebook,Retention,8016.640010201509,0.09092216543399718,0.13704775259445678,4,7.6399753677043805,9.093335167565817,61,11,6,0-4,1909,[REDACTED],[REDACTED],1
4468,4468,4468,4468,4468,CUST4469,22-25,1,57150-66433,bing,Conversion,3471.68997279188,0.01508293087314779,0.045901376888953405,40,1.345951574662646,8.46263284837718,75,9,8,5-9,1078,[REDACTED],[REDACTED],1
4469,4469,4469,4469,4469,CUST4470,34-37,1,131422-140705,facebook ads,Conversion,5340.6584800258925,0.3009482227306987,0.13451731110575252,2,3.1989632354617017,6.911940181043607,38,11,6,5-9,4638,[REDACTED],[REDACTED],1
4470,4470,4470,4470,4470,CUST4471,66-69,0,94286-103569,facebook,Conversion,6849.683516294,0.10496970320862929,0.09872677790834723,43,7.174596976372759,4.452287980768428,5,17,0,0-4,4503,[REDACTED],[REDACTED],1
4471,4471,4471,4471,4471,CUST4472,58-61,1,122138-131421,instagram,Retention,1690.6156562637668,0.2613630221114859,0.19554429863565867,49,3.9563041118946014,13.912881501590908,35,18,3,5-9,1007,[REDACTED],[REDACTED],1
4472,4472,4472,4472,4472,CUST4473,26-29,0,131422-140705,yahoo,Awareness,3002.8085889395775,0.1395961463719273,0.10983584605029514,33,9.475064021234841,13.887320043532833,61,13,8,5-9,334,[REDACTED],[REDACTED],1
4473,4473,4473,4473,4473,CUST4474,50-53,1,94286-103569,partner site,Awareness,6489.228787834292,0.20321140728318116,0.01817925193174775,30,2.06706414741489,1.5912685343374735,59,12,5,5-9,2638,[REDACTED],[REDACTED],1
4474,4474,4474,4474,4474,CUST4475,66-69,0,103570-112853,blog,Conversion,6556.4389158954555,0.0755186273157277,0.05976032277510576,41,9.483123050454507,3.4559455114514726,78,6,7,0-4,3105,[REDACTED],[REDACTED],1
4475,4475,4475,4475,4475,CUST4476,54-57,1,29298-38581,duckduckgo,Consideration,4850.256483130625,0.14984086737933064,0.18230225544620357,6,9.28968953160468,8.659937481943642,35,7,2,0-4,3357,[REDACTED],[REDACTED],1
4476,4476,4476,4476,4476,CUST4477,42-45,0,57150-66433,yahoo,Awareness,7837.316299959355,0.07659763564170331,0.18848116665107037,29,9.63202297279706,15.042502609438243,76,14,5,5-9,2209,[REDACTED],[REDACTED],1
4477,4477,4477,4477,4477,CUST4478,50-53,0,112854-122137,news portal,Awareness,4869.569064617781,0.2783034978314453,0.14756749234183536,17,1.6275150284964262,11.22161572242908,71,8,3,5-9,2483,[REDACTED],[REDACTED],1
4478,4478,4478,4478,4478,CUST4479,30-33,1,122138-131421,linkedin ads,Retention,8993.839239909543,0.029753828317323087,0.018714184119276125,15,3.414091117357758,12.134129701252126,88,2,7,0-4,96,[REDACTED],[REDACTED],1
4479,4479,4479,4479,4479,CUST4480,46-49,1,38582-47865,protonmail,Awareness,7128.204844732564,0.08961466722120348,0.012852417081046289,12,3.3613516150621647,4.9816601120168915,87,4,2,5-9,4688,[REDACTED],[REDACTED],1
4480,4480,4480,4480,4480,CUST4481,38-41,0,85002-94285,protonmail,Awareness,3354.25264658517,0.27347761808605564,0.10253747963664123,32,9.110156752055781,3.6835881231201983,30,3,4,0-4,2209,[REDACTED],[REDACTED],1
4481,4481,4481,4481,4481,CUST4482,62-65,0,140706-149989,affiliate,Conversion,3941.6637928103264,0.14773747632412018,0.20280483739321348,6,8.266816070591245,3.6678854393644182,39,19,1,0-4,3303,[REDACTED],[REDACTED],1
4482,4482,4482,4482,4482,CUST4483,22-25,1,112854-122137,linkedin,Conversion,7059.495084326843,0.18156077959924918,0.17672572363432676,29,2.602904336087208,7.483037649555226,59,19,6,5-9,1910,[REDACTED],[REDACTED],1
4483,4483,4483,4483,4483,CUST4484,22-25,0,75718-85001,zoho,Retention,8971.35301719847,0.20104958850096688,0.18990305961910878,10,2.183654547492574,12.677762053133208,12,5,8,0-4,2258,[REDACTED],[REDACTED],1
4484,4484,4484,4484,4484,CUST4485,54-57,1,85002-94285,twitter,Retention,1916.2000129799094,0.029018186992588478,0.13079894597905686,5,5.19601684543637,3.7707821483545434,92,7,4,0-4,3002,[REDACTED],[REDACTED],1
4485,4485,4485,4485,4485,CUST4486,38-41,1,94286-103569,yahoo,Consideration,5184.897694135738,0.011166398645783511,0.16883818269212864,20,2.4300569362543083,8.790924619910975,95,2,8,5-9,4565,[REDACTED],[REDACTED],1
4486,4486,4486,4486,4486,CUST4487,34-37,0,38582-47865,baidu,Awareness,1418.5874734137706,0.27604920573758257,0.07109925431106827,31,5.401754436640034,12.290948171542762,36,3,1,5-9,3744,[REDACTED],[REDACTED],1
4487,4487,4487,4487,4487,CUST4488,30-33,0,29298-38581,blog,Conversion,2674.153164858182,0.09482528783538033,0.01768507139883547,4,8.32367541670379,7.690888452133024,60,16,7,5-9,2050,[REDACTED],[REDACTED],1
4488,4488,4488,4488,4488,CUST4489,26-29,1,38582-47865,yahoo,Conversion,6896.994212186442,0.11461159641843865,0.18364607661519622,41,5.311053828224921,6.351003231156805,17,16,2,5-9,497,[REDACTED],[REDACTED],1
4489,4489,4489,4489,4489,CUST4490,62-65,0,47866-57149,blog,Awareness,789.0736594930399,0.20745719001762997,0.053435204595995885,28,7.516282025857741,5.54063105525452,89,4,9,0-4,1326,[REDACTED],[REDACTED],1
4490,4490,4490,4490,4490,CUST4491,30-33,1,29298-38581,affiliate,Retention,6497.932179583903,0.07907755015826984,0.15045857091288686,34,3.170675621454917,8.96572957183555,17,16,4,5-9,2265,[REDACTED],[REDACTED],1
4491,4491,4491,4491,4491,CUST4492,46-49,0,122138-131421,tiktok,Conversion,8728.099067144209,0.22213873154548305,0.1358477260838605,46,3.260804229483146,12.126179900339658,33,11,2,5-9,2977,[REDACTED],[REDACTED],1
4492,4492,4492,4492,4492,CUST4493,46-49,0,85002-94285,tiktok,Retention,9830.15147846659,0.14432276521502055,0.03519207165786218,11,6.242537892710967,15.004459013839515,53,2,4,5-9,3618,[REDACTED],[REDACTED],1
4493,4493,4493,4493,4493,CUST4494,18-21,0,140706-149989,duckduckgo,Conversion,2390.954240852916,0.26110967578898225,0.04594508698487912,36,8.877002669610706,12.979259266466347,30,1,4,5-9,173,[REDACTED],[REDACTED],1
4494,4494,4494,4494,4494,CUST4495,46-49,0,131422-140705,tiktok,Conversion,7532.205419865269,0.0877317347285005,0.07442048667703384,45,5.678682085253379,6.974287281436209,78,10,0,5-9,4228,[REDACTED],[REDACTED],1
4495,4495,4495,4495,4495,CUST4496,22-25,1,38582-47865,outlook,Consideration,9228.47778394919,0.07383474337342931,0.1517359678270861,43,2.6080321326506044,1.7119518415564576,36,5,7,0-4,437,[REDACTED],[REDACTED],0
4496,4496,4496,4496,4496,CUST4497,46-49,0,103570-112853,linkedin ads,Conversion,920.6339005039418,0.24918996052885897,0.018734821578933924,21,3.1642684830346957,1.9722788719281439,83,16,6,5-9,1041,[REDACTED],[REDACTED],1
4497,4497,4497,4497,4497,CUST4498,22-25,0,75718-85001,zoho,Awareness,4197.569232122054,0.11351264603692529,0.08287819270262288,10,6.449318496216292,1.1177744314879263,91,18,7,5-9,2224,[REDACTED],[REDACTED],1
4498,4498,4498,4498,4498,CUST4499,58-61,1,20014-29297,gmail,Awareness,9103.16222204829,0.12256021457041234,0.13572508503204533,22,1.970202937984406,5.9052529224697485,67,12,2,5-9,3863,[REDACTED],[REDACTED],1
4499,4499,4499,4499,4499,CUST4500,62-65,0,103570-112853,blog,Awareness,2178.2146605352345,0.24454956122408975,0.04133729595297984,44,1.587025357356011,7.529495877571738,71,4,6,5-9,3793,[REDACTED],[REDACTED],1
4500,4500,4500,4500,4500,CUST4501,58-61,1,103570-112853,linkedin ads,Retention,9545.631027309077,0.18762937792291529,0.027386209018777558,9,1.7238468428129234,12.243114500261518,57,4,6,0-4,2705,[REDACTED],[REDACTED],1
4501,4501,4501,4501,4501,CUST4502,58-61,0,75718-85001,online directory,Conversion,5119.355720501466,0.13926732468017267,0.08400958151896154,41,4.5509181710975195,1.629328895736139,81,18,1,5-9,4346,[REDACTED],[REDACTED],1
4502,4502,4502,4502,4502,CUST4503,50-53,1,140706-149989,linkedin,Retention,1126.8067564069763,0.07746434026850506,0.06488022360897337,23,4.268496189298022,3.6552849202157347,95,14,2,5-9,2726,[REDACTED],[REDACTED],1
4503,4503,4503,4503,4503,CUST4504,34-37,1,29298-38581,twitter,Consideration,4475.792770779309,0.23268786962490753,0.1335011772150177,45,1.0712949491961703,7.965328795490572,52,3,5,5-9,1481,[REDACTED],[REDACTED],1
4504,4504,4504,4504,4504,CUST4505,62-65,1,66434-75717,linkedin ads,Conversion,3214.4648313706425,0.059472996514302316,0.19718292706199497,15,2.436223098631416,12.515034983858946,86,5,3,5-9,136,[REDACTED],[REDACTED],1
4505,4505,4505,4505,4505,CUST4506,26-29,0,131422-140705,bing,Awareness,2813.483920668713,0.26960756157990645,0.010251392194005799,11,4.371282172123421,2.0568988735165323,61,2,3,0-4,4724,[REDACTED],[REDACTED],0
4506,4506,4506,4506,4506,CUST4507,30-33,0,57150-66433,linkedin,Consideration,5262.174807335543,0.05221982835109921,0.18442254343289446,49,4.8085329489257225,4.330363793438543,78,10,0,0-4,1424,[REDACTED],[REDACTED],1
4507,4507,4507,4507,4507,CUST4508,66-69,1,47866-57149,yahoo,Consideration,4668.088161662437,0.24213236082573747,0.09617590813033906,31,4.55755828075822,8.280635065982386,6,18,7,0-4,2274,[REDACTED],[REDACTED],1
4508,4508,4508,4508,4508,CUST4509,26-29,1,112854-122137,google ads,Conversion,4784.393643782609,0.13178499067908286,0.13497784668792012,23,3.8015571002265767,5.4529060252884145,30,3,1,0-4,2210,[REDACTED],[REDACTED],1
4509,4509,4509,4509,4509,CUST4510,46-49,1,94286-103569,twitter ads,Awareness,1033.2437533205957,0.06371906446605355,0.17430519468465394,3,8.318137278878588,15.024607768686325,95,6,5,0-4,969,[REDACTED],[REDACTED],1
4510,4510,4510,4510,4510,CUST4511,42-45,0,140706-149989,facebook,Retention,8199.147936586476,0.12618883399094738,0.11685798509851843,41,4.770926787569495,6.971771376775812,39,2,9,0-4,1011,[REDACTED],[REDACTED],1
4511,4511,4511,4511,4511,CUST4512,58-61,0,103570-112853,twitter,Conversion,4978.344505913362,0.08106414124386231,0.02831921588855186,32,6.76557558974485,13.392295189970044,77,4,9,0-4,703,[REDACTED],[REDACTED],0
4512,4512,4512,4512,4512,CUST4513,22-25,1,131422-140705,affiliate,Awareness,8356.981480732326,0.056000115208697014,0.03321240214492898,17,8.46082252310425,14.232195227517337,82,15,0,0-4,4552,[REDACTED],[REDACTED],1
4513,4513,4513,4513,4513,CUST4514,58-61,1,103570-112853,partner site,Consideration,8280.78598610182,0.08701059764785335,0.1593443305141181,46,8.663165141439311,4.4873568332329965,49,18,0,0-4,3354,[REDACTED],[REDACTED],1
4514,4514,4514,4514,4514,CUST4515,30-33,0,47866-57149,zoho,Conversion,3066.823717892066,0.26099355582058503,0.05332030655484111,16,8.778735354785722,5.295581394954662,79,17,9,0-4,681,[REDACTED],[REDACTED],1
4515,4515,4515,4515,4515,CUST4516,18-21,1,112854-122137,twitter ads,Consideration,109.03284532434398,0.04282931565287454,0.12248254034641165,20,5.373066344426844,4.798361132852851,8,2,1,5-9,2943,[REDACTED],[REDACTED],1
4516,4516,4516,4516,4516,CUST4517,50-53,1,140706-149989,duckduckgo,Awareness,9003.228065319416,0.2880891425263065,0.09238435642915512,0,6.670361456011284,6.662177201008715,64,4,5,0-4,607,[REDACTED],[REDACTED],1
4517,4517,4517,4517,4517,CUST4518,62-65,1,122138-131421,yahoo,Retention,7580.80692880477,0.02044059257441024,0.06542814442309006,45,3.9519987856201255,1.5793664611897638,24,6,3,0-4,615,[REDACTED],[REDACTED],1
4518,4518,4518,4518,4518,CUST4519,42-45,0,20014-29297,linkedin ads,Retention,1241.413767659931,0.20406089949177844,0.1625784382710125,43,8.591802482967816,11.70749199890431,7,6,7,5-9,4176,[REDACTED],[REDACTED],1
4519,4519,4519,4519,4519,CUST4520,26-29,0,38582-47865,yahoo,Consideration,7097.502762466061,0.25560769189179494,0.1497675797410379,24,2.827681198802513,2.666056949640472,38,2,6,5-9,3904,[REDACTED],[REDACTED],1
4520,4520,4520,4520,4520,CUST4521,26-29,0,131422-140705,partner site,Consideration,296.9202792931653,0.2872120583986217,0.13573806638604577,30,8.14344502621088,13.34530545275657,31,8,3,5-9,1933,[REDACTED],[REDACTED],1
4521,4521,4521,4521,4521,CUST4522,54-57,1,75718-85001,affiliate,Consideration,513.1527692566109,0.05052685291668399,0.08347287622830153,42,5.346509350882647,9.033726577459353,7,7,3,0-4,3271,[REDACTED],[REDACTED],1
4522,4522,4522,4522,4522,CUST4523,42-45,0,29298-38581,online directory,Conversion,5379.266561920341,0.20666525013944503,0.05261479162113829,19,3.761172938602044,7.458891682464675,12,17,4,5-9,2444,[REDACTED],[REDACTED],1
4523,4523,4523,4523,4523,CUST4524,34-37,1,38582-47865,google,Awareness,919.4333280381653,0.045592101803708866,0.10853869783443776,25,4.512994513799154,10.057052815663951,66,9,6,5-9,4228,[REDACTED],[REDACTED],1
4524,4524,4524,4524,4524,CUST4525,34-37,0,94286-103569,google,Consideration,9551.398528842305,0.11339395346350173,0.16499562317936217,18,6.083218838404384,14.058339139700786,65,19,9,0-4,3867,[REDACTED],[REDACTED],1
4525,4525,4525,4525,4525,CUST4526,38-41,0,103570-112853,gmail,Consideration,8883.94357737436,0.22262290611709698,0.11893934061733369,29,9.381741123857031,4.610691767091081,27,7,8,5-9,105,[REDACTED],[REDACTED],1
4526,4526,4526,4526,4526,CUST4527,54-57,0,75718-85001,yahoo,Consideration,6561.052656118796,0.11452129288331675,0.1950006079770331,24,2.1032597048732518,4.089483965449528,3,7,4,5-9,3435,[REDACTED],[REDACTED],1
4527,4527,4527,4527,4527,CUST4528,34-37,1,131422-140705,linkedin,Retention,585.9397847063642,0.10360488064793587,0.010643035585411471,35,9.202167696067564,6.210402595616167,22,16,2,0-4,1951,[REDACTED],[REDACTED],1
4528,4528,4528,4528,4528,CUST4529,42-45,1,85002-94285,bing,Consideration,3157.9864926109967,0.04810788902667138,0.20280775868864034,48,8.53652827614539,7.797463440841546,33,16,8,0-4,1933,[REDACTED],[REDACTED],1
4529,4529,4529,4529,4529,CUST4530,22-25,0,66434-75717,affiliate,Awareness,3806.3420946132856,0.02925688932483574,0.14310055140775085,17,6.274445935948946,1.272377186215452,54,3,0,5-9,4158,[REDACTED],[REDACTED],0
4530,4530,4530,4530,4530,CUST4531,18-21,0,20014-29297,protonmail,Retention,5067.702299360641,0.040254439700146014,0.16677334425682172,3,2.2562955932592033,10.259792891992348,70,5,1,0-4,2818,[REDACTED],[REDACTED],0
